target_id	gene_id	gene_symbol	RFP3D11	RFP3D39	RFP3D47	RFPNG14	RFPNG35	RFPNG45	RFPRPM4	RFPRPM41	RFPRPM6	protein
lcl|NC_010612.1_cds_WP_020727648.1_146	MMAR_RS00745	MMAR_RS00745	62.00	1.00	4.00	117.00	125.00	64.00	7.00	7.00	0.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392151.1_147	MMAR_RS00750	MMAR_RS00750	2.00	0.00	0.00	4.00	1.00	1.00	0.00	0.00	0.00	GNAT family N-acetyltransferase
lcl|NC_010612.1_cds_WP_012392152.1_148	MMAR_RS00755	MMAR_RS00755	20.00	6.00	4.00	9.00	14.00	7.00	8.00	8.00	10.00	PadR family transcriptional regulator
lcl|NC_010612.1_cds_WP_011742421.1_149	MMAR_RS00760	MMAR_RS00760	5.00	5.00	8.00	5.00	8.00	6.00	4.00	4.00	4.00	nuclear transport factor 2 family protein
lcl|NC_010612.1_cds_WP_012392153.1_150	MMAR_RS00765	MMAR_RS00765	7.00	7.00	4.00	4.00	11.00	0.00	9.00	9.00	4.00	LLM class F420-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_237708387.1_151	MMAR_RS00770	MMAR_RS00770	0.00	1.00	0.00	2.00	5.00	0.00	1.00	1.00	1.00	phosphotransferase family protein
lcl|NC_010612.1_cds_WP_012392155.1_152	MMAR_RS00775	MMAR_RS00775	1.00	3.00	1.00	3.00	2.00	1.00	0.00	0.00	0.00	acyl-CoA dehydrogenase family protein
lcl|NC_010612.1_cds_WP_012392156.1_153	MMAR_RS00780	MMAR_RS00780	2.00	0.00	1.00	1.00	3.00	0.00	1.00	1.00	0.00	adenylate/guanylate cyclase domain-containing protein
lcl|NC_010612.1_cds_WP_012392157.1_154	MMAR_RS00785	MMAR_RS00785	38.00	27.00	24.00	25.00	42.00	13.00	33.00	33.00	26.00	NADP-dependent isocitrate dehydrogenase
lcl|NC_010612.1_cds_WP_041324208.1_155	MMAR_RS00790	MMAR_RS00790	0.00	0.00	1.00	1.00	7.00	0.00	0.00	0.00	0.00	Rv1363c family protein
lcl|NC_010612.1_cds_WP_012392159.1_156	MMAR_RS00795	MMAR_RS00795	5.00	1.00	1.00	6.00	5.00	0.00	0.00	0.00	0.00	mannan-binding lectin
lcl|NC_010612.1_cds_WP_012392160.1_157	MMAR_RS00800	MMAR_RS00800	1.00	0.00	0.00	3.00	14.00	3.00	1.00	1.00	0.00	Rv1363c family protein
lcl|NC_010612.1_cds_WP_012392161.1_158	MMAR_RS00805	MMAR_RS00805	12.00	1.00	0.00	35.00	28.00	17.00	2.00	2.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392162.1_159	MMAR_RS00810	MMAR_RS00810	2.00	1.00	0.00	2.00	10.00	2.00	0.00	0.00	0.00	GNAT family N-acetyltransferase
lcl|NC_010612.1_cds_WP_012392163.1_160	MMAR_RS00815	MMAR_RS00815	2.00	0.00	0.00	1.00	6.00	0.00	0.00	0.00	1.00	SDR family oxidoreductase
lcl|NC_010612.1_cds_WP_012392164.1_161	MMAR_RS00820	MMAR_RS00820	0.00	0.00	0.00	1.00	4.00	0.00	0.00	0.00	0.00	fatty acid desaturase
lcl|NC_010612.1_cds_WP_012392165.1_162	MMAR_RS00825	MMAR_RS00825	0.00	0.00	0.00	2.00	3.00	0.00	0.00	0.00	0.00	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
lcl|NC_010612.1_cds_WP_012392166.1_163	MMAR_RS00830	MMAR_RS00830	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	pyridoxal phosphate-dependent decarboxylase family protein
lcl|NC_010612.1_cds_WP_012392167.1_164	MMAR_RS00835	MMAR_RS00835	1.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392168.1_165	MMAR_RS00840	MMAR_RS00840	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	Rv1443c family protein
lcl|NC_010612.1_cds_WP_171944484.1_166	MMAR_RS00845	MMAR_RS00845	1.00	1.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392169.1_167	MMAR_RS00850	MMAR_RS00850	0.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	ABC transporter ATP-binding protein
lcl|NC_010612.1_cds_WP_012392170.1_168	MMAR_RS00855	MMAR_RS00855	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	ABC transporter permease
lcl|NC_010612.1_cds_WP_012392171.1_169	MMAR_RS00860	MMAR_RS00860	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	acyl carrier protein
lcl|NC_010612.1_cds_WP_012392172.1_170	MMAR_RS00865	MMAR_RS00865	0.00	1.00	0.00	0.00	2.00	1.00	1.00	1.00	0.00	fatty acyl-AMP ligase
lcl|NC_010612.1_cds_WP_012392173.1_171	MMAR_RS00870	MMAR_RS00870	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	MlaE family ABC transporter permease
lcl|NC_010612.1_cds_WP_012392174.1_172	MMAR_RS00875	MMAR_RS00875	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	MlaE family ABC transporter permease
lcl|NC_010612.1_cds_WP_012392175.1_173	MMAR_RS00880	MMAR_RS00880	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	MlaD family protein
lcl|NC_010612.1_cds_WP_012392176.1_174	MMAR_RS00885	MMAR_RS00885	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	MCE family protein
lcl|NC_010612.1_cds_WP_012392177.1_175	MMAR_RS00890	MMAR_RS00890	1.00	0.00	2.00	5.00	5.00	2.00	1.00	1.00	2.00	MCE family protein
lcl|NC_010612.1_cds_WP_012392178.1_176	MMAR_RS00895	MMAR_RS00895	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	MCE family protein
lcl|NC_010612.1_cds_WP_012392179.1_177	MMAR_RS00900	MMAR_RS00900	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	MlaD family protein
lcl|NC_010612.1_cds_WP_012392180.1_178	MMAR_RS00905	MMAR_RS00905	0.00	1.00	0.00	4.00	2.00	2.00	1.00	1.00	0.00	MlaD family protein
lcl|NC_010612.1_cds_WP_012392181.1_179	MMAR_RS00910	MMAR_RS00910	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PE family protein
lcl|NC_010612.1_cds_WP_012392182.1_180	MMAR_RS00915	eccB	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	type VII secretion protein EccB
lcl|NC_010612.1_cds_WP_012392183.1_181	MMAR_RS00920	MMAR_RS00920	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PE family protein
lcl|NC_010612.1_cds_WP_012392184.1_182	MMAR_RS00925	MMAR_RS00925	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PPE family protein
lcl|NC_010612.1_cds_WP_012392185.1_183	MMAR_RS00930	esxB	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	type VII secretion system ESX-1 WXG100 family target CFP-10
lcl|NC_010612.1_cds_WP_012392186.1_184	MMAR_RS00935	MMAR_RS00935	1.01	1.00	2.00	3.00	3.00	3.00	0.00	0.00	2.00	WXG100 family type VII secretion target
lcl|NC_010612.1_cds_WP_012392187.1_185	MMAR_RS00940	MMAR_RS00940	0.00	3.00	0.00	0.50	0.00	0.00	0.00	0.00	1.00	WXG100 family type VII secretion target
lcl|NC_010612.1_cds_WP_012392189.1_186	MMAR_RS00950	MMAR_RS00950	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	PPE family protein
lcl|NC_010612.1_cds_WP_012392191.1_187	MMAR_RS30735	MMAR_RS30735	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392192.1_188	MMAR_RS00955	MMAR_RS00955	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	WXG100 family type VII secretion target
lcl|NC_010612.1_cds_WP_012392193.1_189	MMAR_RS00960	MMAR_RS00960	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	WXG100 family type VII secretion target
lcl|NC_010612.1_cds_WP_012392194.1_190	MMAR_RS00965	MMAR_RS00965	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392195.1_191	MMAR_RS00970	MMAR_RS00970	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392196.1_192	MMAR_RS00975	MMAR_RS00975	4.00	0.00	0.00	1.00	3.00	2.00	2.00	2.00	0.00	EspK C-terminal domain-containing protein
lcl|NC_010612.1_cds_WP_012392197.1_193	MMAR_RS00980	MMAR_RS00980	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392198.1_194	MMAR_RS00985	MMAR_RS00985	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392199.1_195	MMAR_RS00990	espB	0.00	0.00	0.00	3.00	1.50	2.00	1.00	1.00	1.96	EspB family ESX-1 secretion system-associated protein
lcl|NC_010612.1_cds_WP_012392200.1_196	MMAR_RS00995	MMAR_RS00995	4.00	0.00	3.00	0.00	1.50	0.00	0.00	0.00	1.04	PPE domain-containing protein
lcl|NC_010612.1_cds_WP_041324218.1_197	MMAR_RS01000	MMAR_RS01000	5.00	4.00	2.00	4.00	6.00	2.00	1.00	1.00	0.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392202.1_198	MMAR_RS01005	MMAR_RS01005	2.00	5.00	5.00	6.00	5.00	0.00	2.00	2.00	2.00	FAD-binding protein
lcl|NC_010612.1_cds_WP_012392203.1_199	MMAR_RS01010	MMAR_RS01010	4.00	7.00	9.00	6.00	1.00	2.00	5.00	5.00	6.00	L-serine ammonia-lyase
lcl|NC_010612.1_cds_WP_012392204.1_200	MMAR_RS01015	glyA	12.00	5.00	5.00	10.00	5.00	6.00	4.00	4.00	4.00	serine hydroxymethyltransferase
lcl|NC_010612.1_cds_WP_012392205.1_201	MMAR_RS01020	gcvH	0.00	0.00	1.00	1.00	0.00	0.00	1.00	1.00	0.00	glycine cleavage system protein GcvH
lcl|NC_010612.1_cds_WP_012392206.1_202	MMAR_RS01025	gcvT	1.00	1.00	2.00	1.00	2.00	0.00	1.00	1.00	0.00	glycine cleavage system aminomethyltransferase GcvT
lcl|NC_010612.1_cds_WP_237708480.1_203	MMAR_RS01030	gcvP	7.00	2.00	1.00	4.00	12.00	3.00	6.00	6.00	5.00	aminomethyl-transferring glycine dehydrogenase
lcl|NC_010612.1_cds_WP_012392209.1_204	MMAR_RS01035	MMAR_RS01035	0.00	1.00	0.00	0.00	7.00	1.00	0.00	0.00	0.00	aromatic ring-hydroxylating oxygenase subunit alpha
lcl|NC_010612.1_cds_WP_012392210.1_205	MMAR_RS01040	MMAR_RS01040	6.00	2.00	1.00	19.00	36.00	1.00	1.00	1.00	1.00	N-acyl-D-amino-acid deacylase family protein
lcl|NC_010612.1_cds_WP_012392211.1_206	MMAR_RS01045	MMAR_RS01045	1.00	1.00	0.00	2.00	3.00	0.00	0.00	0.00	0.00	STAS domain-containing protein
lcl|NC_010612.1_cds_WP_012392212.1_207	MMAR_RS01050	MMAR_RS01050	3.00	1.00	4.00	4.00	1.00	2.00	4.00	4.00	4.00	ABC transporter permease
lcl|NC_010612.1_cds_WP_012392213.1_208	MMAR_RS01055	MMAR_RS01055	5.00	0.00	1.00	2.00	0.00	0.00	1.00	1.00	0.00	ABC transporter ATP-binding protein
lcl|NC_010612.1_cds_WP_041324221.1_209	MMAR_RS01060	MMAR_RS01060	0.00	1.00	0.00	0.00	3.00	1.00	0.00	0.00	0.00	extracellular catalytic domain type 1 short-chain-length polyhydroxyalkanoate depolymerase
lcl|NC_010612.1_cds_WP_012392215.1_210	MMAR_RS01065	MMAR_RS01065	8.00	0.00	0.00	0.00	4.00	0.00	1.00	1.00	0.00	acyltransferase family protein
lcl|NC_010612.1_cds_WP_012392216.1_211	MMAR_RS01070	MMAR_RS01070	5.00	2.00	5.00	4.00	2.00	6.00	1.00	1.00	3.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392217.1_212	MMAR_RS01075	MMAR_RS01075	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	sulfotransferase family protein
lcl|NC_010612.1_cds_WP_012392218.1_213	MMAR_RS01080	MMAR_RS01080	1.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	DUF1214 domain-containing protein
lcl|NC_010612.1_cds_WP_012392219.1_214	MMAR_RS01085	MMAR_RS01085	1.00	2.00	1.00	1.00	1.00	0.00	2.00	2.00	2.00	TetR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392220.1_215	MMAR_RS01090	MMAR_RS01090	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	alpha/beta fold hydrolase
lcl|NC_010612.1_cds_WP_012392221.1_216	MMAR_RS01095	MMAR_RS01095	1.00	0.00	1.00	0.00	1.00	0.00	1.00	1.00	0.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392222.1_217	MMAR_RS01100	MMAR_RS01100	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392223.1_218	MMAR_RS01105	MMAR_RS01105	6.00	3.00	5.00	7.00	2.00	6.00	0.00	0.00	2.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392224.1_219	MMAR_RS01110	MMAR_RS01110	1.00	3.00	1.00	0.00	2.00	5.00	4.00	4.00	3.00	extracellular catalytic domain type 1 short-chain-length polyhydroxyalkanoate depolymerase
lcl|NC_010612.1_cds_WP_012392225.1_220	MMAR_RS01115	MMAR_RS01115	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	MarR family winged helix-turn-helix transcriptional regulator
lcl|NC_010612.1_cds_WP_012392226.1_221	MMAR_RS01120	MMAR_RS01120	1.00	0.00	0.00	2.00	4.00	1.00	0.00	0.00	2.00	PaaX family transcriptional regulator C-terminal domain-containing protein
lcl|NC_010612.1_cds_WP_041324228.1_222	MMAR_RS01125	MMAR_RS01125	12.00	3.00	5.00	15.00	57.00	10.00	5.00	5.00	7.00	aromatic ring-hydroxylating oxygenase subunit alpha
lcl|NC_010612.1_cds_WP_012392228.1_223	MMAR_RS01130	MMAR_RS01130	30.00	62.00	48.00	167.00	552.00	78.00	40.00	40.00	35.00	heavy metal translocating P-type ATPase
lcl|NC_010612.1_cds_WP_012392229.1_224	MMAR_RS01135	MMAR_RS01135	62.00	39.00	35.00	261.00	434.00	130.00	29.00	29.00	20.00	DUF8832 domain-containing protein
lcl|NC_010612.1_cds_WP_011742369.1_225	MMAR_RS01140	MMAR_RS01140	12.00	10.00	13.00	51.00	58.00	25.00	5.00	5.00	6.00	heavy-metal-associated domain-containing protein
lcl|NC_010612.1_cds_WP_015354047.1_226	MMAR_RS01145	MMAR_RS01145	6.00	2.00	3.00	5.00	9.00	3.00	4.00	4.00	2.00	SRPBCC family protein
lcl|NC_010612.1_cds_WP_012392231.1_227	MMAR_RS01150	MMAR_RS01150	0.00	0.00	0.00	3.00	2.00	1.00	0.00	0.00	1.00	pyridoxamine 5'-phosphate oxidase family protein
lcl|NC_010612.1_cds_WP_012392232.1_228	MMAR_RS01155	MMAR_RS01155	1.00	5.00	2.00	1.00	2.00	0.00	2.00	2.00	2.00	LLM class flavin-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_020727713.1_229	MMAR_RS01160	MMAR_RS01160	3.00	0.00	4.00	2.00	2.00	3.00	0.00	0.00	1.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392234.1_230	MMAR_RS01165	MMAR_RS01165	3.00	3.00	1.00	4.00	3.00	1.00	0.00	0.00	6.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392235.1_231	MMAR_RS01170	MMAR_RS01170	2.00	1.00	1.00	3.00	1.00	3.00	1.00	1.00	0.00	flavin-containing monooxygenase
lcl|NC_010612.1_cds_WP_012392236.1_232	MMAR_RS01175	MMAR_RS01175	0.00	1.00	1.00	1.00	1.00	0.00	1.00	1.00	1.00	flavin-containing monooxygenase
lcl|NC_010612.1_cds_WP_012392237.1_233	MMAR_RS27990	MMAR_RS27990	0.00	0.00	0.00	1.00	2.00	1.00	0.00	0.00	0.00	Zn-dependent alcohol dehydrogenase
lcl|NC_010612.1_cds_WP_012392238.1_234	MMAR_RS01190	MMAR_RS01190	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	PE family protein
lcl|NC_010612.1_cds_WP_012392239.1_235	MMAR_RS01195	MMAR_RS01195	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	SDR family oxidoreductase
lcl|NC_010612.1_cds_WP_012392240.1_236	MMAR_RS01200	MMAR_RS01200	1.00	1.00	0.00	0.00	1.00	0.00	3.00	3.00	0.00	class I SAM-dependent methyltransferase
lcl|NC_010612.1_cds_WP_041324238.1_237	MMAR_RS01205	MMAR_RS01205	11.00	10.00	2.00	20.00	9.00	6.00	13.00	13.00	3.00	enoyl-CoA hydratase/isomerase family protein
lcl|NC_010612.1_cds_WP_036451748.1_238	MMAR_RS01210	MMAR_RS01210	2.00	0.00	1.00	2.00	1.00	0.00	2.00	2.00	0.00	DUF2127 domain-containing protein
lcl|NC_010612.1_cds_WP_012392243.1_239	MMAR_RS01215	MMAR_RS01215	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	2.00	PaaI family thioesterase
lcl|NC_010612.1_cds_WP_012392244.1_240	MMAR_RS01220	MMAR_RS01220	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	SDR family oxidoreductase
lcl|NC_010612.1_cds_WP_012392245.1_241	MMAR_RS01225	MMAR_RS01225	1.00	2.00	1.00	3.00	8.00	0.00	1.00	1.00	0.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392246.1_242	MMAR_RS01230	MMAR_RS01230	2.00	0.00	5.00	8.00	8.00	3.00	0.00	0.00	4.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392247.1_243	MMAR_RS01235	MMAR_RS01235	2.00	4.00	4.00	4.00	7.00	5.00	5.00	5.00	3.00	5'-methylthioadenosine/adenosylhomocysteine nucleosidase
lcl|NC_010612.1_cds_WP_011742353.1_244	MMAR_RS01240	MMAR_RS01240	0.00	0.00	0.00	1.00	3.00	1.00	0.00	0.00	0.00	SRPBCC family protein
lcl|NC_010612.1_cds_WP_012392248.1_245	MMAR_RS01245	MMAR_RS01245	1.00	0.00	1.00	1.00	2.00	0.00	3.00	3.00	0.00	SDR family NAD(P)-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_049785277.1_246	MMAR_RS01250	MMAR_RS01250	24.00	8.00	11.00	9.00	3.00	4.00	9.00	9.00	12.00	MMPL/RND family transporter
lcl|NC_010612.1_cds_WP_012392250.1_247	MMAR_RS01255	MMAR_RS01255	1.00	1.00	1.00	1.00	0.00	0.00	1.00	1.00	0.00	isonitrile lipopeptide synthase MmaA
lcl|NC_010612.1_cds_WP_041325071.1_248	MMAR_RS01260	MMAR_RS01260	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	acyl carrier protein MmaB
lcl|NC_010612.1_cds_WP_012392252.1_249	MMAR_RS01265	fadD10	0.00	0.00	1.00	2.00	1.00	1.00	0.00	0.00	0.00	fatty acid-ACP ligase MmaC
lcl|NC_010612.1_cds_WP_012392253.1_250	MMAR_RS01270	MMAR_RS01270	1.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	(2E)-enoyl-[ACP
lcl|NC_010612.1_cds_WP_012392254.1_251	MMAR_RS01275	scoE	0.00	1.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	(3R)-3-[(carboxymethyl)amino
lcl|NC_010612.1_cds_WP_012392255.1_252	MMAR_RS01280	MMAR_RS01280	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	PPE family protein
lcl|NC_010612.1_cds_WP_012392256.1_253	MMAR_RS01285	MMAR_RS01285	1.00	0.00	0.00	4.00	2.00	2.00	0.00	0.00	1.00	class I SAM-dependent methyltransferase
lcl|NC_010612.1_cds_WP_012392257.1_254	MMAR_RS01290	MMAR_RS01290	0.00	0.00	1.00	4.00	1.00	2.00	2.00	2.00	0.00	zf-HC2 domain-containing protein
lcl|NC_010612.1_cds_WP_012392258.1_255	MMAR_RS01295	MMAR_RS01295	2.00	0.00	1.00	3.00	0.00	2.00	2.00	2.00	1.00	heavy metal translocating P-type ATPase
lcl|NC_010612.1_cds_WP_011742342.1_256	MMAR_RS01300	sigC	2.00	0.00	0.00	0.00	2.00	0.00	1.00	1.00	0.00	RNA polymerase sigma factor SigC
lcl|NC_010612.1_cds_WP_012392259.1_257	MMAR_RS01305	MMAR_RS01305	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	DUF5134 domain-containing protein
lcl|NC_010612.1_cds_WP_012392260.1_258	MMAR_RS01310	MMAR_RS01310	8.00	13.00	5.00	8.00	14.00	6.00	8.00	8.00	11.00	cytochrome c oxidase assembly protein
lcl|NC_010612.1_cds_WP_012392261.1_259	MMAR_RS01315	MMAR_RS01315	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	heavy-metal-associated domain-containing protein
lcl|NC_010612.1_cds_WP_012392262.1_260	MMAR_RS01320	MMAR_RS01320	5.00	1.00	4.00	5.00	4.00	5.00	11.00	11.00	2.00	heavy metal translocating P-type ATPase
lcl|NC_010612.1_cds_WP_012392263.1_261	MMAR_RS01325	MMAR_RS01325	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	SDR family NAD(P)-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_237708388.1_262	MMAR_RS01330	MMAR_RS01330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	cytochrome P450
lcl|NC_010612.1_cds_WP_012392265.1_263	MMAR_RS01335	MMAR_RS01335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	amidohydrolase family protein
lcl|NC_010612.1_cds_WP_012392266.1_264	MMAR_RS01340	MMAR_RS01340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	cytochrome P450
lcl|NC_010612.1_cds_WP_012392267.1_265	MMAR_RS01345	ispG	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
lcl|NC_010612.1_cds_WP_408581757.1_266	MMAR_RS01350	MMAR_RS01350	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1-deoxy-D-xylulose-5-phosphate synthase
lcl|NC_010612.1_cds_WP_012392269.1_267	MMAR_RS01355	ispH	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
lcl|NC_010612.1_cds_WP_012392270.1_268	MMAR_RS01360	MMAR_RS01360	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392271.1_269	MMAR_RS01365	MMAR_RS01365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392272.1_270	MMAR_RS01370	MMAR_RS01370	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	terpene synthase family protein
lcl|NC_010612.1_cds_WP_012392273.1_271	MMAR_RS01375	MMAR_RS01375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	cytochrome P450
lcl|NC_010612.1_cds_WP_041324247.1_272	MMAR_RS01380	idsB	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	geranylgeranyl diphosphate synthase IdsB
lcl|NC_010612.1_cds_WP_012392275.1_273	MMAR_RS01390	MMAR_RS01390	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	cytochrome P450
lcl|NC_010612.1_cds_WP_036451754.1_274	MMAR_RS01395	MMAR_RS01395	2.00	0.00	1.00	0.00	0.00	2.00	2.00	2.00	2.00	phospholipase C
lcl|NC_010612.1_cds_WP_012392277.1_275	MMAR_RS01400	MMAR_RS01400	4.00	1.00	2.00	0.00	1.00	1.00	0.00	0.00	3.00	cyclic nucleotide-binding domain-containing protein
lcl|NC_010612.1_cds_WP_012392278.1_276	MMAR_RS01405	MMAR_RS01405	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	bifunctional lipase/adenylate cyclase LipJ
lcl|NC_010612.1_cds_WP_012392279.1_277	MMAR_RS01410	MMAR_RS01410	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012392280.1_278	MMAR_RS01415	MMAR_RS01415	8.00	0.00	0.00	18.00	12.00	10.00	1.00	1.00	1.00	oxygenase MpaB family protein
lcl|NC_010612.1_cds_WP_011742332.1_279	MMAR_RS01420	rpsR	4.00	0.00	1.00	4.00	9.00	0.00	0.00	0.00	0.00	30S ribosomal protein S18
lcl|NC_010612.1_cds_WP_011742331.1_280	MMAR_RS01425	rpsN	0.00	0.00	1.00	4.00	9.00	0.00	0.00	0.00	0.00	30S ribosomal protein S14
lcl|NC_010612.1_cds_WP_011742330.1_281	MMAR_RS01430	rpmG	0.00	0.00	0.00	5.00	14.00	2.00	0.00	0.00	0.00	50S ribosomal protein L33
lcl|NC_010612.1_cds_WP_011742329.1_282	MMAR_RS01435	rpmB	5.00	0.00	1.00	16.00	24.00	4.00	1.00	1.00	0.00	50S ribosomal protein L28
lcl|NC_010612.1_cds_WP_012392281.1_283	MMAR_RS01440	mrf	3.00	0.00	1.00	27.00	37.00	14.00	1.00	1.00	0.00	ribosome hibernation factor-recruiting GTPase MRF
lcl|NC_010612.1_cds_WP_012392282.1_284	MMAR_RS01445	MMAR_RS01445	0.00	0.00	0.00	7.00	19.00	0.00	0.00	0.00	0.00	type B 50S ribosomal protein L31
lcl|NC_010612.1_cds_WP_011742326.1_285	MMAR_RS01450	MMAR_RS01450	4.00	4.00	0.00	3.00	15.00	1.00	6.00	6.00	3.00	SDR family NAD(P)-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012392283.1_286	MMAR_RS01455	MMAR_RS01455	1.00	1.00	2.00	0.00	5.00	2.00	3.00	3.00	2.00	AMP-binding protein
lcl|NC_010612.1_cds_WP_012392284.1_287	MMAR_RS01460	MMAR_RS01460	7.00	5.00	2.00	1.00	12.00	3.00	7.00	7.00	4.00	cation-translocating P-type ATPase
lcl|NC_010612.1_cds_WP_015354093.1_288	MMAR_RS01465	MMAR_RS01465	2.00	3.00	5.00	8.00	6.00	4.00	2.00	2.00	10.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012392286.1_289	MMAR_RS01470	MMAR_RS01470	3.00	1.00	2.00	1.00	3.00	5.00	0.00	0.00	3.00	PE family protein
lcl|NC_010612.1_cds_WP_012392287.1_290	MMAR_RS01475	MMAR_RS01475	1.00	1.00	1.00	0.00	2.00	2.00	3.00	3.00	0.00	rhomboid family intramembrane serine protease
